,text,target,title,date
9331,"Well,I tried not to get involved in this never ending talk,but,man,I REALLY got
hot about this bullshit.


Making stupid and idiot jokes about soliders will not bring anything (not
mentioning peace or agreement). I also know several tens of jokes about arabs
(palestinians) but I DO NOT post them to Usenet (Anyway,not to THIS newsgroup),
since I don't think I will achieve any target but making other parts furious,and
this is NOT my target.
If this is your target...well...that tells a lot about you.



Did you really think he is talking about something realistic?


Yeah,well,sometimes,when cowards put their children and wives in the front line,
so their enemy cannot do anything,well,maybe in those cases,you have no better
thing to do (to save your life) than shooting. And if parents want their
children alive,I think it would be better that before they get out to throw
stones/molotov botlles,or when they come to kill soliders,to keep their children
in the houses.


             ^^^^^^^^^^^^----\/
                         Look in the dictionary at the word ""terrorism""! It
			 esp for political purposes.
			 It sounds more like your guys...


Yeah? Well,I guess you were in there,and you know it all...

                             ^^^^^^^^^^---\/
                           Where from do you know that it was ""on purpose""?
			   Personally,I didn't hear about this case,although
			   I don't deny it.But how can ANYBODY,besides the
			   person itself,can say it was ""on purpose""?


Yeah,sure.The truck driver looked in the car with his Zionist Equipment of
Detecting Palestinian Children,and then he thought to himself:Hey there is a
5 year  and 2 weeks girls in the car.Why won't I make an accident and kill
the ""enemy""? Maximum I will die too in the crash...But what do I care?...


Well,It was about 3 years ago ,in the Intifada (The fact that  you can't
remember the time prooves how much do you care about it). I DO NOT think
that what the soliders did was correct. But I will not agree that they ""were
breaking their arms"".I saw that film,and,unlike in the USA,it was broadcasted
entirely not long ago (in a talk show) and at the end the ""arm-broken"" guys got
up and walked and used their arms very good. They guy who did it was interviewed
and he said he did it because the terrorist or whatever he was refused to take
his orders,and spitted in his face. What ammount of truth exist in this
statement I cannot tell you,because I wasn't there. But the guy who did it was
in prison,if it makes you any good.


No,it didn't. The Israeli army is still the most important army in the midlle
east.It is still the only human army(as much as an ARMY can be human).To any
American who will claim the opposite,I can only remember the CNN broadcasting
of the American Solider who beat a Somalian boy. It was very cruel to see.But
I won't say because of this that the American army is cruel.


Some kind of proof! ""Obvious""? Where from? If you say it is behind the scenes,
how do you know about it?



I just wanted to show how much garbadge one can say,without knowing ANYTHING
about what he says,and living a life far away from the place he talks about.",17,talk.politics.mideast,2022-08-02 13:48:37.251043
9336,"	All humans suffered emotionally, some Jews and many
others suffered physically. It is sad that people like you are
so blinded by emotions that they can't see the facts. Thanks
for calling me names, it only assures me of what kind of
ignorant people I am dealing with. I included your letter since
I thought it demonstrated my point more than anything I could
write. 
",17,talk.politics.mideast,2022-08-02 13:48:37.251043
9445,"


It is called 'The Justice'. We also demand that the x-Soviet Armenian 
Government admit its responsibility for the Turkish and Kurdish 
Genocide, render reparations to the Muslim people, and return the 
land to its rightful owners. The recognition of the Genocide has 
become an issue which cannot be delayed further, and it is imperative 
that artificial obstacles created for political manipulations be removed.


Are you the 'truelove' or 'falselove' of 'Arromdian' of the ASALA/SDPA/ARF
Terrorism and Revisionism Triangle? 

""If Turks had behaved like Christians to use force to convert to Islam the
nations which they brought under their power, to which no one could have
opposed, today there would be no Eastern problem. But Turks did not do so. 
They obeyed the word of the Koran to permit everybody ""to worship in their own
way"" centuries before Frederick the Great pronounced his famous dictum. Thus,
in an age when the Christian Europe itself shed Christian blood and when 
people in Europe enjoyed inflicting inhuman tortures upon those whose beliefs
differed from theirs, the Ottoman Empire became the sole country where the
inquisition did not exist, where deaths at the stake were unheard of and 
where accusations of witchcraft were not made. And the barbarian (!) Turkey
was the only country where the Jews persecuted and chased away everywhere
by the Christians, could find asylum. These facts demonstrate that Muslim
countries provided spiritually far better living conditions than Christian
countries.""[1]

""The Turks, who are a conquering nation, did not Turkify the nations that came
under their rule; instead, they respected their religions and traditions. It
was a stroke of luck for Romania to live under Turkish rule instead of
Russian or Austrian rule. Because otherwise there would not have been a
Romanian nation today"" (Popescu Ciocanel).

""Turks rule over people under their administration only externally, without
interfering with their internal structures. On account of this, the autonomy
of minorities in Turkey is better and more complete than any in the most
advanced European countries.""[2]

""...human beings hate each other on account of religious differences. This flaw
is older than Islam and Christianity. But there has never been any examples
of this adjuration in Turkey because Turks never oppress anybody on account
of his religion. If enmity on the basis of religion had been such a case of
simple contempt among us too, or if it did not keep translating itself into
action, many nations in our Europe would probably have considered themselves
happy!"" (A. de Mortraye).[3]

""Turkey never became a scene for religious terror or for the cruelty of the
inquisition. On the contrary, it served as an asylum for the unfortunate
victims of Christian fanaticism. If you look into history, you will see that
in the fifteenth century thousands of Jews who were expelled from Spain and
Portugal found such a good asylum in Turkey that their descendants have been
living there very calmly all through these approximately three hundred years,
and are only forced to defend themselves in some countries against the
cruelty of Christians, especially that of the Orthodoxes. No Jew is able to
appear in public during Easter celebrations in Athens, even today. In Turkey,
however, if the Israelites are insulted by the Greek and Armenian communities,
local courts immediately take them under their protection.""

""In that vast and calm country of the sultan, all religions and nations are
living together peacefully. Although the mosque is superior to the church and
the synagogue, it does not replace them. Because of this, the Catholic sect is
more free in Istanbul and Smyrna compared with Paris and Lyon. In addition 
to the fact that no law in Turkey prohibits the open-air ceremonies of this 
sect, neither does any law imprison its cross in the church. While the
dead are being taken to the graves, a long line of priests bear processional
candles and chant Catholic hymns. When all the priests in all the churches in
the Galata and Beyoglu districts go into the streets and form clerical
processions during the Eucharist celebrations, chanting hymns and bearing
their crosses and religious banners, a detachment of soldiers escorts them
which forces even the Turks to stand in respect around the group of 
priests."" (A. Ubicini).[4]

[1]  Ah. Djevat, ""Yabancilara Gore Eski Turkler,"" 3rd ed. (Istanbul, 1978),
     pp. 70-71.
[2]  Ibid., p.91.
[3]  Ibid., pp. 214-215.
[4]  Ibid., pp. 215-216.

Serdar Argic",17,talk.politics.mideast,2022-08-02 13:48:37.251043
9451,"




	And Lebanon has a right to make this decision without Syrian
troops controlling the country.  Until Syria leaves, and free
elections take place, its is rediculous to claim that the Lebanese
would even be involved in determining what happens to their country.


	I expect you will agree that the same holds true for Syria
having no right to be in Lebanon?



	The UN also thought Zionism is racism.  That fails to make it true.


	They lasted weeks against tanks in '48, and stopped those
tanks from advancing.  They also lasted days in '73.  There is little
evidence for the claim that they are military liabilities.

	They evidence is there to show that when infiltrations take
place over the Jordan river, the existance of large, patrolled
kibutzim forces terrorists into a very small area, where they are
usually picked up in the morning.



	Nonsense.  Israel has been trying to get its neighbors to the
negotiating table for 40 years.  It was the gulf war that brought the
arabs to the table, not the Israelis.



	Nonsense.  According to Arafat, Israel must be destroyed.  He
has never come clean and denied that this is his plan.  He always
waffles on what he means.

	``When the Arabs set off their volcano, there will only be Arabs in
	this part of the world.  Our people will continue to fuel the torch
	of the revolution with rivers of blood until the whole of the
	occupied homeland is liberated...''
	--- Yasser Arafat, AP, 3/12/79




Adam Shostack 				       adam@das.harvard.edu",17,talk.politics.mideast,2022-08-02 13:48:37.251043
9462,"





Peter, I think you are ridiculous here. Stupidity is not a measure of how
well someone knows our judicial system. I guess Marc meant that he is 
against death penalty. But no matter what he meant, your statement not 
justified.


Regards, ",17,talk.politics.mideast,2022-08-02 13:48:37.251043
9508,"the 'Center for Policy Research' writes...
 

    Considering all the murders of innocent Israelis at the hands 
    of Arab death merchants, I see nothing wrong with the advice.


    As usual, the bias of the 'Center for Policy Research' echoes
    through this newsgroup.  Here we have an enraged Likudnik who
    is venting his spleen, and you portray it as if this is going
    to become policy.  You don't say what the response to Matza's
    suggestion was.  Do do not mention whether he was refering to
    terrorists caught in the act, which could be a clear cut case
    of self-defence.  Would you care to elaborate on this, or was
    this all you wanted to say on the matter.  Why don't you give
    up this 'Center for Policy Research' crap, and just post your  
    biases without trying to legitimize them with a pompous name?


    A laudable precaution.  
    
    Every single thing you post about Israel is posted to portray
    Israel as negatively as you can.  Deliberate omissions are an
    integral part of the shtick.  And it's not only the incidents
    that you do not mention, but even the stories you do post are
    fraught with omissions, which change the entire meaning.  The
    absurdity of your respectable name cannot hide your bias.

    In your effort to portray Israel in an unfavorable light, you 
    have accomplished nothing, except to prove that a respectable 
    sounding label like the Center for Policy Research is nothing 
    but a smoke screen for someone with a heavily biased attitude 
    against Israel and the need to vent it.  ",17,talk.politics.mideast,2022-08-02 13:48:37.251043
9529,"
Tell me Tim, what are these guerillas doing wrong? Assuming that they are using
civilians for cover, are they not killing SOLDIERS in THEIR country? If the
buffer zone is to prevent attacks on Israel, is it not working? Why is it 
further neccessary for Israeli guns to pound Lebanese villages? Why not just
kill those who try to infiltrate the buffer zone? You see, there is more to
the shelling of the villages.... it is called RETALIATION... ""GETTING BACK""
...""GETTING EVEN"". It doesn't make sense to shell the villages. The least
it shows is a reckless disregard by the Israeli government for the lives of
civilians.




If Israel is not willing to accept the ""word"" of others then, IMHO, it has
no business wasting others' time coming to the peace talks. 


No, I am not Basil. I think Basil is a very intelligent person and I
respect what he writes. Basil is a person that I would gladly call
a friend. He is, however, not me. Nor am I Lebanese, as some seem to
suspect.
 

Tim, you are ignoring the fact that the Palestinians in Lebanon have been
disarmed. Hezbollah remains the only independent militia. Hezbollah does
not attack Israel except at a few times such as when the IDF burned up
Sheikh Mosavi, his wife, and young son. Of course, if Israel would withdraw
from Lebanon and stop assassinating people and shelling villages they wouldn't
make the Lebanese so mad as to do that. Furthermore, with Hezbollah 
subsequently disarmed, it would not be possible.


Tim, when is the last time that you recall any trouble on the Syrian border?
Not lately, eh?

Israel knows very well that the Syrians are able to restrain ALL who would use
territory under their control to attack Israel. While Lebanon would be better
off with Syria and Israel out of its borders, the presence of Syrian troops
in Lebanon has meant a sharp decrease in attacks on Israeli territory (not on
Israeli troops in Lebanon, however. Please note the distinction) in the
past two years.


I disagree, Basil has always seemed to me to be a cool-headed person, slow
to anger (certainly more so than I). What is most important is that he is an 
actual witness to things from the other end of the Israeli guns. If only the 
Israeli government would remember what it was like when the roles were 
reversed perhaps they would moderate their ""retaliation"".",17,talk.politics.mideast,2022-08-02 13:48:37.251043
9555,"

Seems that you're more ""just misinformed"" than ""just wondering.""

The comparison you're making is not just totally off base, but
offensive to all sane people.",17,talk.politics.mideast,2022-08-02 13:48:37.251043
9576,,17,talk.politics.mideast,2022-08-02 13:48:37.251043
9590,"Ok, someone is fundamentalist, someone else is not.
What defines a fundamentalist (Not who!!!!!!!!!).
That is an essential question which nobody has agreed upon an answer,
at least to what literature / discussion / news i've seen..
",17,talk.politics.mideast,2022-08-02 13:48:37.251043
